barcode, name, brand, category, manufacturer, image, weight, description
071555006243, My Helper Cotton Wet Mop Head, World And Main, Home & Garden > Household Supplies > Household Cleaning Supplies > Buckets, World And Main, https://images.barcodelookup.com/15040/150401803-1.jpg, , My Helper brand offers an extensive line of assorted household cleaning supplies, rope and twine, snow brushes and ice scrapers, clothes dryers, clotheslines, and accessories. With a variety of every-day items designed for convenience and ease of use, My Helper is the one-stop-shop brand. 100% cotton yarn. Machine washable. Comes in a net bag.
024721905840, 1/4 Hex Shank Screw Pilot (Pack of 5), , Hardware > Tool Accessories > Drill & Screwdriver Accessories > Drill & Screwdriver Bits, Irwin Industrial Tool Co, https://images.barcodelookup.com/4407/44074816-1.jpg, , 
075352600543, Powers by DeWalt .003 in Dia Head Drive Pins with 1 in Washer - 50116-PWR, Dewalt, Hardware > Hardware Accessories > Hardware Fasteners > Screws, Dewalt, https://images.barcodelookup.com/3871/38714955-1.jpg, , Manufactured with a 0.145 in diameter shank in various length. Use to attach light gauge steel to concrete, concrete over steel deck, concrete masonry, or steel. Also used to attach wood members to concrete, concrete masonry, or steel. Provides sill plate anchorage.
076308009137, [Case of 6] Bondo Auto Body Filler 3/4 Oz., 3M Company, Hardware > Building Consumables > Hardware Glue & Adhesives, 3M Company, https://images.barcodelookup.com/111/1112778-1.jpg, 0.1, Bondo Auto Body Filler 3/4 oz. SOLD ASCase of 6 PRODUCT OVERVIEW Bondo red cream hardener is designed to be used with Bondo body fillers, Bondo-Glass, Bondo-Hair and fiberglass resin jelly. Formulated and packaged under temperature-controlled conditions which assures freshness and maximum performance. Formulated and packaged under controlled conditionsFor use during stage 2 and 3 of the 3M body repair systemMade of the highest quality raw materials for consistent performanceRed cream hardener for use with all fillers, putties and glazes PRODUCT DETAILS Container Size: 3/4 oz. Compatible Body Material: For hardening bondo body fillers Color: Red.
075339088302, Red Devil 0883 Kitchen & Bath Silicone Sealant, White, 2.8 Oz., Red Devil, Hardware > Building Consumables > Hardware Glue & Adhesives, Red Devil, https://images.barcodelookup.com/322/3224411-1.jpg, 0.01lb, Red Devil Kitchen & Bath Silicone Sealant, White, 2.8 Oz, Provides flexibility and adhesion to ensure a protective barrier against moisture and mildew.
010284124163, Mohawk Finishing Products Oz Cream Polish - 32oz, , Health & Beauty > Jewelry Cleaning & Care > Jewelry Cleaning Solutions & Polishes, Mohawk Finishing Products, https://images.barcodelookup.com/4877/48773465-1.jpg, , Ozreg; polish provides furniture with an anti-static agent for less dusting, along with an ultraviolet light absorber to help minimize fading. this ldquo;all in onerdquo; furniture polish cleans, polishes, and protects in one easy step without leaving a greasy mess. ozreg; polish does more and goes further.SKU:ADIB004NQDUQ8.
047719003045, Zinsser Bulls Eye Clear Shellac Finish and Sealer 1 Qt., Zinsser, Hardware > Building Consumables > Painting Consumables > Stains, Zinsser, https://images.barcodelookup.com/324/3249742-1.jpg, 2.2, Bulls-Eye Shellac is a shellac-based sealer that is designed to give wood a natural looking, mid-gloss finish that will not yellow or darken with age. Bulls-Eye Shellac is recommended for application to interior walls, doors, trim, cabinets, furniture and related paintable surfaces. It is suitable for use on new and previously painted drywall, cured plaster, wood pine, fir, cedar, redwood, plywood, metal and cured masonry stucco, concrete block, poured concrete, brick.
022384006300, [Case of 5] Shur-Line Refill 9 in. W Paint Pad for Flat Surfaces 1883441, Paint Brushes Shur, Hardware > Building Consumables > Painting Consumables > Paint, Paint Brushes Shur, https://images.barcodelookup.com/1494/14948782-1.jpg, 0.2, Shur-Line Refill 9 in. W Paint Pad For Flat Surfaces 1883441 SOLD ASCase of 5 PRODUCT OVERVIEW Refill for the Shur-Line 9" Pad Painter. For easy application of paints, stains, sealers and waxes. This thick foam pad contours to rough surfaces and flat surfaces for smooth painting on shakes, shingles, siding, walls, floors and more. Ideal for interior and exterior use; 9 in- Pad Painter leaves virtually zero lint behind! Thick foam pad contours to rough surfacesProvides smooth painting on shakes, shingles, siding, walls, floors and moreLeaves virtually zero lint behind! Easily apply paints, stains, sealers and waxesIdeal for interior and exterior use PRODUCT DETAILS Refill Width: 9 in. Recommended Surface: Flat Surfaces Material: Flocked Foam Thickness: .67 in. Length: 3.75 in.
022384007406, SHUR-LINE 2006649 Paint Pad,7 in. X 3-3/4 in, Plastic, Red, Shur-Line, Hardware > Tools > Paint Tools > Paint Sprayers, Shur-Line, https://images.barcodelookup.com/322/3225886-1.jpg, 3.47lb, Applicator, Length 3-3/4 In, Width 7 In, Construction Plastic, Red, For Use With Mfr Model No. 610C, Includes Comfort Grip Handle and Beveled Pad. This item has been restricted from sale in the following state(s): [].
047719009016, 1 Gal. White Alcohol Primer, ZINSSER, Hardware > Building Consumables > Painting Consumables > Stains, ZINSSER, https://images.barcodelookup.com/322/3229256-1.jpg, 37.29lb, Here are some important details for Zinsser Primer/Sealer Stain Killer. Color:  White, Size:  1 gal., Paint Color Family:  Whites.
